word,stem,clicks_before,conv_before,CVR_before_%,clicks_after,conv_after,cost_after,p_value
starberry,starberry,0,0.0,,0,0.0,0.0,
him,him,0,0.0,,0,0.0,0.0,
hoodies,hoodies,0,0.0,,0,0.0,0.0,
олд,олд,0,0.0,,0,0.0,0.0,
krbk,krbk,0,0.0,,0,0.0,0.0,
weekend,weekend,0,0.0,,0,0.0,0.0,
тарасом,тарас,0,0.0,,0,0.0,0.0,
оззи,озз,0,0.0,,0,0.0,0.0,
бочарова,бочаров,0,0.0,,0,0.0,0.0,
defacto,defacto,0,0.0,,0,0.0,0.0,
вулиці,вулиці,0,0.0,,0,0.0,0.0,
magick,magick,0,0.0,,0,0.0,0.0,
xxxtentacion,xxxtentacion,0,0.0,,0,0.0,0.0,
штангой,штанг,0,0.0,,0,0.0,0.0,
clothes,clothes,0,0.0,,0,0.0,0.0,
ufo,ufo,0,0.0,,0,0.0,0.0,
швейк,швейк,0,0.0,,0,0.0,0.0,
мінометник,мінометник,0,0.0,,0,0.0,0.0,
трешер,трешер,0,0.0,,0,0.0,0.0,
offender,offender,0,0.0,,0,0.0,0.0,
south,south,0,0.0,,0,0.0,0.0,
геп,геп,0,0.0,,0,0.0,0.0,
kent,kent,0,0.0,,0,0.0,0.0,
jatin,jatin,0,0.0,,0,0.0,0.0,
teepublic,teepublic,0,0.0,,0,0.0,0.0,
воин,воин,0,0.0,,0,0.0,0.0,
btq,btq,0,0.0,,0,0.0,0.0,
dnk,dnk,0,0.0,,0,0.0,0.0,
perun,perun,0,0.0,,0,0.0,0.0,
пистолетом,пистолет,0,0.0,,0,0.0,0.0,
інспірадора,інспірадор,0,0.0,,0,0.0,0.0,
collection,collection,0,0.0,,0,0.0,0.0,
cross,cross,0,0.0,,0,0.0,0.0,
металшоп,металшоп,0,0.0,,0,0.0,0.0,
того,тог,0,0.0,,0,0.0,0.0,
pump,pump,0,0.0,,0,0.0,0.0,
borey,borey,0,0.0,,0,0.0,0.0,
cactus,cactus,0,0.0,,0,0.0,0.0,
concept1,concept1,0,0.0,,0,0.0,0.0,
salty,salty,0,0.0,,0,0.0,0.0,
lady,lady,0,0.0,,0,0.0,0.0,
дівчаче,дівчач,0,0.0,,0,0.0,0.0,
тонкие,тонк,0,0.0,,0,0.0,0.0,
namaste,namaste,0,0.0,,0,0.0,0.0,
corogva,corogva,1,0.0,,0,0.0,0.0,
heavy,heavy,0,0.0,,0,0.0,0.0,
китом,кит,0,0.0,,0,0.0,0.0,
simplewear,simplewear,0,0.0,,0,0.0,0.0,
supreme,supreme,0,0.0,,0,0.0,0.0,
путин,путин,0,0.0,,0,0.0,0.0,
телескопічний,телескопічн,0,0.0,,0,0.0,0.0,
віруючих,віруюч,0,0.0,,0,0.0,0.0,
годуючих,годуюч,0,0.0,,0,0.0,0.0,
донецької,донецької,1,0.0,,0,0.0,0.0,
южуал,южуа,0,0.0,,0,0.0,0.0,
зон,зон,0,0.0,,0,0.0,0.0,
pyromaniac,pyromaniac,0,0.0,,0,0.0,0.0,
харадзюку,харадзюк,0,0.0,,0,0.0,0.0,
пубг,пубг,0,0.0,,0,0.0,0.0,
фото,фот,1,0.0,,0,0.0,0.0,
core,core,0,0.0,,0,0.0,0.0,
своим,сво,0,0.0,,0,0.0,0.0,
край,кра,0,0.0,,0,0.0,0.0,
иммортал,имморта,0,0.0,,0,0.0,0.0,
фотографією,фотографіє,0,0.0,,0,0.0,0.0,
зіпки,зіпки,1,0.0,,0,0.0,0.0,
ісусом,ісус,0,0.0,,0,0.0,0.0,
reserved,reserved,0,0.0,,0,0.0,0.0,
crowbar,crowbar,0,0.0,,0,0.0,0.0,
art,art,0,0.0,,0,0.0,0.0,
застібці,застібці,0,0.0,,0,0.0,0.0,
украінський,украінськ,0,0.0,,0,0.0,0.0,
металика,металик,0,0.0,,0,0.0,0.0,
balance,balance,0,0.0,,0,0.0,0.0,
code,code,0,0.0,,0,0.0,0.0,
рэб,рэб,0,0.0,,0,0.0,0.0,
eod,eod,0,0.0,,0,0.0,0.0,
іду,іду,0,0.0,,0,0.0,0.0,
iamrebel,iamrebel,0,0.0,,0,0.0,0.0,
hardcore,hardcore,0,0.0,,0,0.0,0.0,
сінсей,сінсе,0,0.0,,0,0.0,0.0,
цвинтар,цвинтар,0,0.0,,0,0.0,0.0,
літнє,літнє,0,0.0,,0,0.0,0.0,
oslo,oslo,0,0.0,,0,0.0,0.0,
автоматом,автомат,0,0.0,,0,0.0,0.0,
индастриз,индастриз,0,0.0,,0,0.0,0.0,
metallica,metallica,0,0.0,,0,0.0,0.0,
что,что,0,0.0,,0,0.0,0.0,
origin,origin,0,0.0,,0,0.0,0.0,
джин,джин,0,0.0,,0,0.0,0.0,
garni,garni,0,0.0,,0,0.0,0.0,
deftones,deftones,0,0.0,,0,0.0,0.0,
military,military,0,0.0,,0,0.0,0.0,
денчик,денчик,0,0.0,,0,0.0,0.0,
killed,killed,0,0.0,,0,0.0,0.0,
starberi,starberi,0,0.0,,0,0.0,0.0,
відьмак,відьмак,0,0.0,,0,0.0,0.0,
rikky,rikky,0,0.0,,0,0.0,0.0,
хеликон,хеликон,0,0.0,,0,0.0,0.0,
перемоги,перемог,0,0.0,,0,0.0,0.0,
immortal,immortal,0,0.0,,0,0.0,0.0,
dangerlyoha,dangerlyoha,0,0.0,,0,0.0,0.0,
моргенштерна,моргенштерн,0,0.0,,0,0.0,0.0,
khorne,khorne,0,0.0,,0,0.0,0.0,
радий,рад,0,0.0,,0,0.0,0.0,
scam,scam,0,0.0,,0,0.0,0.0,
ysim,ysim,0,0.0,,0,0.0,0.0,
belt,belt,0,0.0,,0,0.0,0.0,
bambas,bambas,0,0.0,,0,0.0,0.0,
старберри,старберр,0,0.0,,0,0.0,0.0,
жестим,жест,0,0.0,,0,0.0,0.0,
keepstyle,keepstyle,0,0.0,,0,0.0,0.0,
lumini,lumini,0,0.0,,0,0.0,0.0,
лимит,лим,0,0.0,,0,0.0,0.0,
апатія,апаті,0,0.0,,0,0.0,0.0,
omens,omens,0,0.0,,0,0.0,0.0,
alimsho,alimsho,0,0.0,,0,0.0,0.0,
woodland,woodland,0,0.0,,0,0.0,0.0,
peaceinwar,peaceinwar,0,0.0,,0,0.0,0.0,
булатова,булатов,0,0.0,,0,0.0,0.0,
farfi,farfi,0,0.0,,0,0.0,0.0,
потосовка,потосовк,0,0.0,,0,0.0,0.0,
стандартный,стандартн,0,0.0,,0,0.0,0.0,
wearzone,wearzone,0,0.0,,0,0.0,0.0,
lifelover,lifelover,0,0.0,,0,0.0,0.0,
satan,satan,0,0.0,,0,0.0,0.0,
smerch,smerch,0,0.0,,0,0.0,0.0,
пауком,паук,0,0.0,,0,0.0,0.0,
народження,народжен,0,0.0,,0,0.0,0.0,
майка,майк,0,0.0,,0,0.0,0.0,
ковром,ковр,0,0.0,,0,0.0,0.0,
bath,bath,0,0.0,,0,0.0,0.0,
айленд,айленд,0,0.0,,0,0.0,0.0,
городе,город,0,0.0,,0,0.0,0.0,
cnfa,cnfa,0,0.0,,0,0.0,0.0,
iaskravo,iaskravo,0,0.0,,0,0.0,0.0,
indiwd,indiwd,0,0.0,,0,0.0,0.0,
гарри,гарр,0,0.0,,0,0.0,0.0,
combat,combat,0,0.0,,0,0.0,0.0,
black,black,0,0.0,,0,0.0,0.0,
punisher,punisher,0,0.0,,0,0.0,0.0,
зеленского,зеленск,0,0.0,,0,0.0,0.0,
defence,defence,0,0.0,,0,0.0,0.0,
158,158,0,0.0,,0,0.0,0.0,
rappants,rappants,0,0.0,,0,0.0,0.0,
пит,пит,0,0.0,,0,0.0,0.0,
скрябін,скрябін,0,0.0,,0,0.0,0.0,
камелот,камелот,0,0.0,,0,0.0,0.0,
металіка,металік,0,0.0,,0,0.0,0.0,
market,market,0,0.0,,0,0.0,0.0,
сва,сва,0,0.0,,0,0.0,0.0,
весну,весн,0,0.0,,0,0.0,0.0,
make,make,0,0.0,,0,0.0,0.0,
диверсия,диверс,0,0.0,,0,0.0,0.0,
kagelove,kagelove,0,0.0,,0,0.0,0.0,
zagon,zagon,0,0.0,,0,0.0,0.0,
бокса,бокс,0,0.0,,0,0.0,0.0,
вовки,вовк,0,0.0,,0,0.0,0.0,
шапки,шапк,0,0.0,,0,0.0,0.0,
token,token,0,0.0,,0,0.0,0.0,
wanted,wanted,0,0.0,,0,0.0,0.0,
425,425,0,0.0,,0,0.0,0.0,
метал,мета,1,0.0,,0,0.0,0.0,
phonk,phonk,0,0.0,,0,0.0,0.0,
benya,benya,0,0.0,,0,0.0,0.0,
фростморн,фростморн,0,0.0,,0,0.0,0.0,
столом,стол,0,0.0,,0,0.0,0.0,
rice,rice,0,0.0,,0,0.0,0.0,
чилі,чилі,0,0.0,,0,0.0,0.0,
dragon,dragon,0,0.0,,0,0.0,0.0,
гоблин,гоблин,0,0.0,,0,0.0,0.0,
беткет,беткет,0,0.0,,0,0.0,0.0,
байкерський,байкерськ,0,0.0,,0,0.0,0.0,
hands,hands,0,0.0,,0,0.0,0.0,
бейп,бейп,0,0.0,,0,0.0,0.0,
легкое,легк,0,0.0,,0,0.0,0.0,
markshopua,markshopua,0,0.0,,0,0.0,0.0,
lose,lose,0,0.0,,0,0.0,0.0,
изготовление,изготовлен,0,0.0,,0,0.0,0.0,
марсело,марсел,0,0.0,,0,0.0,0.0,
козаків,козаків,1,0.0,,0,0.0,0.0,
варки,варк,0,0.0,,0,0.0,0.0,
off,off,0,0.0,,0,0.0,0.0,
wear,wear,1,0.0,,0,0.0,0.0,
праор,праор,0,0.0,,0,0.0,0.0,
атака,атак,0,0.0,,0,0.0,0.0,
tarot,tarot,1,0.0,,0,0.0,0.0,
обериг,обериг,0,0.0,,0,0.0,0.0,
полиэстер,полиэстер,0,0.0,,0,0.0,0.0,
gzn,gzn,0,0.0,,0,0.0,0.0,
dynasty,dynasty,0,0.0,,0,0.0,0.0,
зиппер,зиппер,0,0.0,,0,0.0,0.0,
ники,ник,0,0.0,,0,0.0,0.0,
melancolie,melancolie,0,0.0,,0,0.0,0.0,
alt,alt,0,0.0,,0,0.0,0.0,
кастом,каст,0,0.0,,0,0.0,0.0,
edgy,edgy,0,0.0,,0,0.0,0.0,
гудвіл,гудвіл,0,0.0,,0,0.0,0.0,
dusk,dusk,0,0.0,,0,0.0,0.0,
агресив,агрес,0,0.0,,0,0.0,0.0,
deafheaven,deafheaven,0,0.0,,0,0.0,0.0,
гулівер,гулівер,0,0.0,,0,0.0,0.0,
alpinestars,alpinestars,0,0.0,,0,0.0,0.0,
ночи,ноч,0,0.0,,0,0.0,0.0,
тактические,тактическ,1,0.0,,0,0.0,0.0,
force,force,0,0.0,,0,0.0,0.0,
объемное,объемн,0,0.0,,0,0.0,0.0,
motorbike,motorbike,0,0.0,,0,0.0,0.0,
rammstein,rammstein,0,0.0,,0,0.0,0.0,
religion,religion,0,0.0,,0,0.0,0.0,
дніпра,дніпра,0,0.0,,0,0.0,0.0,
установить,установ,0,0.0,,0,0.0,0.0,
chemical,chemical,0,0.0,,0,0.0,0.0,
гиг,гиг,0,0.0,,0,0.0,0.0,
square,square,0,0.0,,0,0.0,0.0,
телебачення,телебачен,0,0.0,,0,0.0,0.0,
riot,riot,2,0.0,,0,0.0,0.0,
генг,генг,0,0.0,,0,0.0,0.0,
muerte,muerte,0,0.0,,0,0.0,0.0,
сіткомет,сіткомет,1,0.0,,0,0.0,0.0,
стон,стон,0,0.0,,0,0.0,0.0,
брендів,брендів,0,0.0,,0,0.0,0.0,
закрепить,закреп,0,0.0,,0,0.0,0.0,
хакі,хакі,1,0.0,,0,0.0,0.0,
estate,estate,0,0.0,,0,0.0,0.0,
camel,camel,0,0.0,,0,0.0,0.0,
затяжках,затяжк,0,0.0,,0,0.0,0.0,
карпхаб,карпхаб,0,0.0,,0,0.0,0.0,
найкращий,найкра,0,0.0,,0,0.0,0.0,
hatebreed,hatebreed,0,0.0,,0,0.0,0.0,
называется,называ,0,0.0,,0,0.0,0.0,
каремат,каремат,0,0.0,,0,0.0,0.0,
dubhumans,dubhumans,0,0.0,,0,0.0,0.0,
lokmi,lokmi,0,0.0,,0,0.0,0.0,
скрытности,скрытност,0,0.0,,0,0.0,0.0,
тримач,тримач,0,0.0,,0,0.0,0.0,
держак,держак,0,0.0,,0,0.0,0.0,
таке,так,1,0.0,,0,0.0,0.0,
fruity,fruity,0,0.0,,0,0.0,0.0,
kalista,kalista,0,0.0,,0,0.0,0.0,
картами,карт,0,0.0,,0,0.0,0.0,
кабан,каба,0,0.0,,0,0.0,0.0,
правый,прав,0,0.0,,0,0.0,0.0,
voli,voli,0,0.0,,0,0.0,0.0,
heil,heil,0,0.0,,0,0.0,0.0,
highton,highton,0,0.0,,0,0.0,0.0,
павуком,павук,0,0.0,,0,0.0,0.0,
velial,velial,0,0.0,,0,0.0,0.0,
яркий,ярк,0,0.0,,0,0.0,0.0,
твое,тво,0,0.0,,0,0.0,0.0,
etnodim,etnodim,0,0.0,,0,0.0,0.0,
lies,lies,0,0.0,,0,0.0,0.0,
модні,модні,0,0.0,,0,0.0,0.0,
порістон,порістон,0,0.0,,0,0.0,0.0,
40000,40000,0,0.0,,0,0.0,0.0,
фосфорные,фосфорн,0,0.0,,0,0.0,0.0,
sesh,sesh,0,0.0,,0,0.0,0.0,
миколаївський,миколаївськ,0,0.0,,0,0.0,0.0,
рожеве,рожев,0,0.0,,0,0.0,0.0,
demix,demix,0,0.0,,0,0.0,0.0,
дичь,дич,0,0.0,,0,0.0,0.0,
йога,йог,0,0.0,,0,0.0,0.0,
cav,cav,0,0.0,,0,0.0,0.0,
жиночий,жиноч,0,0.0,,0,0.0,0.0,
tja,tja,0,0.0,,0,0.0,0.0,
militar,militar,0,0.0,,0,0.0,0.0,
school,school,0,0.0,,0,0.0,0.0,
вмсу,вмсу,0,0.0,,0,0.0,0.0,
bape,bape,0,0.0,,0,0.0,0.0,
independent,independent,0,0.0,,0,0.0,0.0,
coco,coco,0,0.0,,0,0.0,0.0,
essential,essential,0,0.0,,0,0.0,0.0,
saints,saints,0,0.0,,0,0.0,0.0,
gorloj,gorloj,0,0.0,,0,0.0,0.0,
москвой,москв,0,0.0,,0,0.0,0.0,
facking,facking,0,0.0,,0,0.0,0.0,
гориллаз,гориллаз,0,0.0,,0,0.0,0.0,
любе,люб,0,0.0,,0,0.0,0.0,
потасовка,потасовк,3,0.0,,0,0.0,0.0,
інфо,інфо,0,0.0,,0,0.0,0.0,
стелла,стелл,0,0.0,,0,0.0,0.0,
unwety,unwety,0,0.0,,0,0.0,0.0,
порванная,порва,0,0.0,,0,0.0,0.0,
нате,нат,0,0.0,,0,0.0,0.0,
pipupipu,pipupipu,0,0.0,,0,0.0,0.0,
sportswear,sportswear,1,0.0,,0,0.0,0.0,
antisocial,antisocial,0,0.0,,0,0.0,0.0,
стилі,стилі,0,0.0,,0,0.0,0.0,
кепка,кепк,0,0.0,,0,0.0,0.0,
треба,треб,0,0.0,,0,0.0,0.0,
sixtynineshirt,sixtynineshirt,0,0.0,,0,0.0,0.0,
зара,зар,0,0.0,,0,0.0,0.0,
ti26,ti26,0,0.0,,0,0.0,0.0,
grad,grad,0,0.0,,0,0.0,0.0,
caylus,caylus,0,0.0,,0,0.0,0.0,
ззаду,ззад,0,0.0,,0,0.0,0.0,
free,free,0,0.0,,0,0.0,0.0,
пума,пум,0,0.0,,0,0.0,0.0,
грибами,гриб,0,0.0,,0,0.0,0.0,
awesome,awesome,0,0.0,,0,0.0,0.0,
маршал,марша,0,0.0,,0,0.0,0.0,
shwk,shwk,0,0.0,,0,0.0,0.0,
подмост,подмост,2,0.0,,0,0.0,0.0,
вінчі,вінчі,0,0.0,,0,0.0,0.0,
слід,слід,0,0.0,,0,0.0,0.0,
підліток,підліток,0,0.0,,0,0.0,0.0,
крюшоп,крюшоп,0,0.0,,0,0.0,0.0,
sematary,sematary,0,0.0,,0,0.0,0.0,
underoath,underoath,0,0.0,,0,0.0,0.0,
фэмили,фэм,0,0.0,,0,0.0,0.0,
vetmo,vetmo,0,0.0,,0,0.0,0.0,
prefix,prefix,0,0.0,,0,0.0,0.0,
чтобы,чтоб,0,0.0,,0,0.0,0.0,
dorohedoro,dorohedoro,0,0.0,,0,0.0,0.0,
спиш,спиш,0,0.0,,0,0.0,0.0,
hermetic,hermetic,0,0.0,,0,0.0,0.0,
мальчика,мальчик,0,0.0,,0,0.0,0.0,
тумба,тумб,0,0.0,,0,0.0,0.0,
авангард,авангард,0,0.0,,0,0.0,0.0,
бершка,бершк,0,0.0,,0,0.0,0.0,
атрибутика,атрибутик,0,0.0,,0,0.0,0.0,
loathe,loathe,0,0.0,,0,0.0,0.0,
піхоти,піхот,5,0.0,,0,0.0,0.0,
котами,кот,0,0.0,,0,0.0,0.0,
mgla,mgla,0,0.0,,0,0.0,0.0,
romanova,romanova,0,0.0,,0,0.0,0.0,
якудза,якудз,0,0.0,,0,0.0,0.0,
коловрат,коловрат,0,0.0,,0,0.0,0.0,
allreal,allreal,0,0.0,,0,0.0,0.0,
3xl,3xl,0,0.0,,0,0.0,0.0,
вика,вик,0,0.0,,0,0.0,0.0,
киберпанк,киберпанк,0,0.0,,0,0.0,0.0,
доброшмот,доброшмот,0,0.0,,0,0.0,0.0,
херсона,херсон,0,0.0,,0,0.0,0.0,
розпродаж,розпродаж,1,0.0,,0,0.0,0.0,
ocean,ocean,0,0.0,,0,0.0,0.0,
олимпийку,олимпийк,1,0.0,,0,0.0,0.0,
пор,пор,0,0.0,,0,0.0,0.0,
hall,hall,0,0.0,,0,0.0,0.0,
сапмаран,сапмара,0,0.0,,0,0.0,0.0,
балаклавой,балаклав,0,0.0,,0,0.0,0.0,
худстріт,худстріт,0,0.0,,0,0.0,0.0,
осінні,осінні,0,0.0,,0,0.0,0.0,
faces,faces,0,0.0,,0,0.0,0.0,
ультрас,ультрас,0,0.0,,0,0.0,0.0,
slaughter,slaughter,0,0.0,,0,0.0,0.0,
талисман,талисма,0,0.0,,0,0.0,0.0,
orner,orner,0,0.0,,0,0.0,0.0,
кажана,кажа,0,0.0,,0,0.0,0.0,
корд,корд,0,0.0,,0,0.0,0.0,
футляр,футляр,0,0.0,,0,0.0,0.0,
cry,cry,0,0.0,,0,0.0,0.0,
criminal,criminal,0,0.0,,0,0.0,0.0,
velmet,velmet,0,0.0,,0,0.0,0.0,
nine,nine,0,0.0,,0,0.0,0.0,
дай,да,0,0.0,,0,0.0,0.0,
forgotten,forgotten,0,0.0,,0,0.0,0.0,
хороздроп,хороздроп,0,0.0,,0,0.0,0.0,
мэрилин,мэрилин,0,0.0,,0,0.0,0.0,
flags,flags,0,0.0,,0,0.0,0.0,
вишиванкою,вишиванк,0,0.0,,0,0.0,0.0,
рок,рок,0,0.0,,0,0.0,0.0,
замок,замок,0,0.0,,0,0.0,0.0,
штурмова,штурмов,0,0.0,,0,0.0,0.0,
veer,veer,0,0.0,,0,0.0,0.0,
про,про,0,0.0,,0,0.0,0.0,
guardian,guardian,0,0.0,,0,0.0,0.0,
намбер,намбер,0,0.0,,0,0.0,0.0,
механизм,механизм,0,0.0,,0,0.0,0.0,
гараж,гараж,0,0.0,,0,0.0,0.0,
картини,картин,0,0.0,,0,0.0,0.0,
сквад,сквад,0,0.0,,0,0.0,0.0,
винтажные,винтажн,0,0.0,,0,0.0,0.0,
євро,євро,0,0.0,,0,0.0,0.0,
зіпку,зіпку,0,0.0,,0,0.0,0.0,
cannibal,cannibal,0,0.0,,0,0.0,0.0,
картель,картел,0,0.0,,0,0.0,0.0,
вишивка,вишивк,0,0.0,,0,0.0,0.0,
армані,армані,0,0.0,,0,0.0,0.0,
наруто,нарут,0,0.0,,0,0.0,0.0,
тенісні,тенісні,0,0.0,,0,0.0,0.0,
кружевом,кружев,0,0.0,,0,0.0,0.0,
пропор,пропор,0,0.0,,0,0.0,0.0,
pull,pull,0,0.0,,0,0.0,0.0,
шевронпатріот,шевронпатріот,0,0.0,,0,0.0,0.0,
зуді,зуді,0,0.0,,0,0.0,0.0,
drapp,drapp,0,0.0,,0,0.0,0.0,
перри,перр,0,0.0,,0,0.0,0.0,
топ,топ,0,0.0,,0,0.0,0.0,
клас,клас,0,0.0,,0,0.0,0.0,
тренувань,тренуван,0,0.0,,0,0.0,0.0,
nordic,nordic,0,0.0,,0,0.0,0.0,
urbantempo,urbantempo,0,0.0,,0,0.0,0.0,
полк,полк,0,0.0,,0,0.0,0.0,
hood,hood,0,0.0,,0,0.0,0.0,
темнозорь,темнозор,0,0.0,,0,0.0,0.0,
garbrandt,garbrandt,0,0.0,,0,0.0,0.0,
vlone,vlone,0,0.0,,0,0.0,0.0,
bench,bench,0,0.0,,0,0.0,0.0,
казка,казк,0,0.0,,0,0.0,0.0,
sabbath,sabbath,0,0.0,,0,0.0,0.0,
com,com,2,0.0,,0,0.0,0.0,
брендоване,брендован,0,0.0,,0,0.0,0.0,
kalam,kalam,0,0.0,,0,0.0,0.0,
реб,реб,0,0.0,,0,0.0,0.0,
подовжене,подовжен,1,0.0,,0,0.0,0.0,
gradgear,gradgear,0,0.0,,0,0.0,0.0,
інженерів,інженерів,0,0.0,,0,0.0,0.0,
bumok,bumok,0,0.0,,0,0.0,0.0,
зипка,зипк,8,0.0,,0,0.0,0.0,
matino,matino,0,0.0,,0,0.0,0.0,
drill,drill,0,0.0,,0,0.0,0.0,
samcro,samcro,0,0.0,,0,0.0,0.0,
рдк,рдк,0,0.0,,0,0.0,0.0,
зубрик,зубрик,0,0.0,,0,0.0,0.0,
flagsystem,flagsystem,0,0.0,,0,0.0,0.0,
пласт,пласт,0,0.0,,0,0.0,0.0,
структура,структур,0,0.0,,0,0.0,0.0,
нави,нав,0,0.0,,0,0.0,0.0,
banners,banners,0,0.0,,0,0.0,0.0,
герц,герц,0,0.0,,0,0.0,0.0,
300,300,0,0.0,,0,0.0,0.0,
турвир,турвир,0,0.0,,0,0.0,0.0,
price,price,0,0.0,,0,0.0,0.0,
cafe,cafe,0,0.0,,0,0.0,0.0,
вікінгів,вікінгів,0,0.0,,0,0.0,0.0,
бути,бут,0,0.0,,0,0.0,0.0,
внизу,вниз,0,0.0,,0,0.0,0.0,
трос,трос,0,0.0,,0,0.0,0.0,
начеса,начес,0,0.0,,0,0.0,0.0,
криворіжжя,криворіжж,0,0.0,,0,0.0,0.0,
трубецкой,трубецк,0,0.0,,0,0.0,0.0,
хоррор,хоррор,0,0.0,,0,0.0,0.0,
comfort,comfort,1,0.0,,0,0.0,0.0,
chill,chill,0,0.0,,0,0.0,0.0,
степан,степа,0,0.0,,0,0.0,0.0,
мандруй,мандр,0,0.0,,0,0.0,0.0,
янської,янської,0,0.0,,0,0.0,0.0,
славянская,славянск,0,0.0,,0,0.0,0.0,
княгиня,княгин,0,0.0,,0,0.0,0.0,
bandera,bandera,0,0.0,,0,0.0,0.0,
samurai,samurai,0,0.0,,0,0.0,0.0,
anyway,anyway,0,0.0,,0,0.0,0.0,
леновые,ленов,0,0.0,,0,0.0,0.0,
flaner,flaner,0,0.0,,0,0.0,0.0,
steinar,steinar,0,0.0,,0,0.0,0.0,
soft,soft,0,0.0,,0,0.0,0.0,
wasted,wasted,0,0.0,,0,0.0,0.0,
maker,maker,0,0.0,,0,0.0,0.0,
луцьк,луцьк,0,0.0,,0,0.0,0.0,
stil,stil,0,0.0,,0,0.0,0.0,
veyvory,veyvory,0,0.0,,0,0.0,0.0,
барбері,барбері,0,0.0,,0,0.0,0.0,
флісу,флісу,0,0.0,,0,0.0,0.0,
flagstore,flagstore,0,0.0,,0,0.0,0.0,
граніток,граніток,0,0.0,,0,0.0,0.0,
пько,пько,0,0.0,,0,0.0,0.0,
runicstorm,runicstorm,0,0.0,,0,0.0,0.0,
древко,древк,1,0.0,,0,0.0,0.0,
вітровка,вітровк,0,0.0,,0,0.0,0.0,
конопли,конопл,0,0.0,,0,0.0,0.0,
пахнут,пахнут,0,0.0,,0,0.0,0.0,
дизайнерські,дизайнерські,0,0.0,,0,0.0,0.0,
свої,свої,1,0.0,,0,0.0,0.0,
percent,percent,0,0.0,,0,0.0,0.0,
папахе,папах,0,0.0,,0,0.0,0.0,
зібка,зібка,0,0.0,,0,0.0,0.0,
над,над,0,0.0,,0,0.0,0.0,
парк,парк,0,0.0,,0,0.0,0.0,
без,без,0,0.0,,0,0.0,0.0,
мережа,мереж,0,0.0,,0,0.0,0.0,
хоп,хоп,0,0.0,,0,0.0,0.0,
reflective,reflective,0,0.0,,0,0.0,0.0,
116,116,0,0.0,,0,0.0,0.0,
bandana,bandana,0,0.0,,0,0.0,0.0,
айтишника,айтишник,0,0.0,,0,0.0,0.0,
нейлонові,нейлонові,0,0.0,,0,0.0,0.0,
силові,силові,0,0.0,,0,0.0,0.0,
хорогва,хорогв,0,0.0,,0,0.0,0.0,
рукой,рук,0,0.0,,0,0.0,0.0,
хардкор,хардкор,0,0.0,,0,0.0,0.0,
байдикую,байдик,0,0.0,,0,0.0,0.0,
bezlad,bezlad,0,0.0,,0,0.0,0.0,
винтаж,винтаж,0,0.0,,0,0.0,0.0,
блэк,блэк,0,0.0,,0,0.0,0.0,
ondatra,ondatra,0,0.0,,0,0.0,0.0,
indulgence,indulgence,0,0.0,,0,0.0,0.0,
безпілотних,безпілотн,0,0.0,,0,0.0,0.0,
буріва,бурів,0,0.0,,0,0.0,0.0,
вайкики,вайкик,0,0.0,,0,0.0,0.0,
одежі,одежі,0,0.0,,0,0.0,0.0,
aor,aor,0,0.0,,0,0.0,0.0,
логотипом,логотип,0,0.0,,0,0.0,0.0,
ліміт,ліміт,0,0.0,,0,0.0,0.0,
мінометників,мінометників,0,0.0,,0,0.0,0.0,
sog,sog,0,0.0,,0,0.0,0.0,
краматорськ,краматорськ,0,0.0,,0,0.0,0.0,
неформальний,неформальн,0,0.0,,0,0.0,0.0,
zip,zip,1,0.0,,0,0.0,0.0,
phantomcat,phantomcat,0,0.0,,0,0.0,0.0,
халф,халф,0,0.0,,0,0.0,0.0,
idols,idols,0,0.0,,0,0.0,0.0,
кейсth,кейстh,0,0.0,,0,0.0,0.0,
техас,техас,0,0.0,,0,0.0,0.0,
марунова,марунов,0,0.0,,0,0.0,0.0,
alternative,alternative,0,0.0,,0,0.0,0.0,
playboi,playboi,0,0.0,,0,0.0,0.0,
байка,байк,0,0.0,,0,0.0,0.0,
vsrap,vsrap,0,0.0,,0,0.0,0.0,
ультраправый,ультраправ,0,0.0,,0,0.0,0.0,
badboy,badboy,0,0.0,,0,0.0,0.0,
фарфи,фарф,0,0.0,,0,0.0,0.0,
каппа,капп,0,0.0,,0,0.0,0.0,
reload,reload,0,0.0,,0,0.0,0.0,
odin,odin,0,0.0,,0,0.0,0.0,
макс,макс,0,0.0,,0,0.0,0.0,
rezervist,rezervist,0,0.0,,0,0.0,0.0,
210,210,0,0.0,,0,0.0,0.0,
eat,eat,0,0.0,,0,0.0,0.0,
рефлективні,рефлективні,0,0.0,,0,0.0,0.0,
бахмута,бахмут,0,0.0,,0,0.0,0.0,
огоньпушка,огоньпушк,0,0.0,,0,0.0,0.0,
капа,кап,0,0.0,,0,0.0,0.0,
yamaha,yamaha,0,0.0,,0,0.0,0.0,
boy,boy,0,0.0,,0,0.0,0.0,
millennials,millennials,0,0.0,,0,0.0,0.0,
swathe,swathe,0,0.0,,0,0.0,0.0,
повітряних,повітрян,0,0.0,,0,0.0,0.0,
benyazubrik,benyazubrik,0,0.0,,0,0.0,0.0,
днепр,днепр,0,0.0,,0,0.0,0.0,
mastermind,mastermind,0,0.0,,0,0.0,0.0,
adidas,adidas,0,0.0,,0,0.0,0.0,
эмокор,эмокор,0,0.0,,0,0.0,0.0,
baseart,baseart,0,0.0,,0,0.0,0.0,
records,records,0,0.0,,0,0.0,0.0,
