Campaign,AdGroup,Criterion_id,Keyword,MatchType,Status,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Пошук \ Одяг,Світшоти,2517478852484,светри мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517478863524,кофти без капюшона армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517478907724,свитшот патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517478934844,кофти без капюшона патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517479970204,світшоти зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480016724,светри патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480018204,світшоти військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480019084,світшоти зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480031884,кофти без капюшона мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480076484,кофти без капюшона military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480079844,кофти без капюшона мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2517480305004,світшоти мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544516904927,світшоти патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544516924927,светри зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517051127,кофти без капюшона армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517053967,светри мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517068367,светри армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517068687,светри армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517077567,светри армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517084527,кофти без капюшона військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2544517093087,кофти без капюшона військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Світшоти,2681970237552,свитшот military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,1847556198851,худі патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,1847556198891,худі патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,1847556198931,худі патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2444148562282,худі зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487066917940,худи мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487066918700,худі армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752632296,толстовки зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752641376,толстовки військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752691256,худи патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752696296,кофта з капюшоном військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752730856,худи military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752735176,худі зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487752742856,худі військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944568922,худи military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944570362,худи military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944582522,худі армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944595002,худі військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944595802,худі патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944607002,худі military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2487944719162,худи військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488275955089,кофта з капюшоном армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382249986,худи військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382251826,худи патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382255506,худи military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382260506,худі армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382261506,худі зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382262186,худі зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382324786,толстовки мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382374546,худи армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488382375506,худи зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488412480523,кофта з капюшоном патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488412487963,кофта з капюшоном military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488412494283,кофта з капюшоном мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488413803683,толстовки військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414166763,кофта з капюшоном армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414175163,кофта з капюшоном військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414236443,кофта з капюшоном military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414244603,кенгурушка армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414280603,кенгурушка зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414357123,толстовки патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414372763,толстовки патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488414488643,кенгурушка мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488637758214,кенгурушка military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488638865414,кофта з капюшоном патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488641699974,худі military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488641713974,худі мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488643324374,кофта з капюшоном зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488643329894,кофта з капюшоном військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644173654,толстовки мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644179974,толстовки мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644182774,худи армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644185734,худи зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644187174,худи військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644189734,худи патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644200094,худі армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644243534,худі зсу замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644245694,худі військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488644252934,худі мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871502453,толстовки military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871506293,толстовки мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871543213,худи зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871574213,худи військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871577093,худи військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871583053,худи military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871617853,худи мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871647093,худі армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871652133,худі зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871655493,худі патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871658693,худі military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2488871661093,худі мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489079605481,толстовки мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083443321,толстовки військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083646521,худі military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083741081,худи мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083912001,кенгурушка military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083914601,кенгурушка мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2489083931161,толстовки армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490022305015,толстовки патріотичні замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137178143,кофта з капюшоном армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137188543,кофта з капюшоном патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137191583,кофта з капюшоном military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137196623,кофта з капюшоном мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137376423,толстовки мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137379743,худи армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490137383583,худи зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224572059,худі військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224574419,худі патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224650499,толстовки military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224662219,худи армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224663419,худи зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490224665179,худи армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,худі,2490226968179,худі мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
