word,stem,clicks_before,conversions_before,CVR_before_%,clicks_after,conversions_after,CVR_after_%,cost_after,p_value_decline
артерикс,артерикс,0,0.0,,0,0.0,,0.0,
азазель,азазел,0,0.0,,0,0.0,,0.0,
мотиваційний,мотиваційн,0,0.0,,0,0.0,,0.0,
xjkjdsxbq,xjkjdsxbq,0,0.0,,0,0.0,,0.0,
175,175,0,0.0,,0,0.0,,0.0,
запахом,запах,0,0.0,,0,0.0,,0.0,
raws,raws,0,0.0,,0,0.0,,0.0,
живанши,живанш,0,0.0,,0,0.0,,0.0,
донеччина,донеччин,0,0.0,,0,0.0,,0.0,
котонова,котонов,0,0.0,,0,0.0,,0.0,
гостомель,гостомел,0,0.0,,0,0.0,,0.0,
loop,loop,0,0.0,,0,0.0,,0.0,
orner,orner,0,0.0,,0,0.0,,0.0,
туніка,тунік,0,0.0,,0,0.0,,0.0,
рівнянин,рівнянин,0,0.0,,0,0.0,,0.0,
нарядные,нарядн,0,0.0,,0,0.0,,0.0,
лого,лог,0,0.0,,0,0.0,,0.0,
esoteric,esoteric,0,0.0,,0,0.0,,0.0,
наші,наші,0,0.0,,0,0.0,,0.0,
become,become,0,0.0,,0,0.0,,0.0,
продажи,продаж,0,0.0,,0,0.0,,0.0,
моми,мом,0,0.0,,0,0.0,,0.0,
зомбоид,зомбоид,0,0.0,,0,0.0,,0.0,
secretgarden,secretgarden,0,0.0,,0,0.0,,0.0,
bluesky,bluesky,0,0.0,,0,0.0,,0.0,
японском,японск,0,0.0,,0,0.0,,0.0,
росписью,роспис,0,0.0,,0,0.0,,0.0,
rebel8,rebel8,0,0.0,,0,0.0,,0.0,
низька,низьк,0,0.0,,0,0.0,,0.0,
худди,худд,0,0.0,,0,0.0,,0.0,
маусом,маус,0,0.0,,0,0.0,,0.0,
вечеринка,вечеринк,0,0.0,,0,0.0,,0.0,
флги,флги,0,0.0,,0,0.0,,0.0,
patta,patta,0,0.0,,0,0.0,,0.0,
nine,nine,0,0.0,,0,0.0,,0.0,
кронштейн,кронштейн,0,0.0,,0,0.0,,0.0,
polivic,polivic,0,0.0,,0,0.0,,0.0,
цікаві,цікаві,0,0.0,,0,0.0,,0.0,
футбоголік,футбоголік,0,0.0,,0,0.0,,0.0,
селин,селин,0,0.0,,0,0.0,,0.0,
бронежилета,бронежилет,0,0.0,,0,0.0,,0.0,
dragon,dragon,1,0.0,0.0,0,0.0,,0.0,
gigils,gigils,0,0.0,,0,0.0,,0.0,
prison,prison,0,0.0,,0,0.0,,0.0,
жовте,жовт,0,0.0,,0,0.0,,0.0,
uanimals,uanimals,0,0.0,,0,0.0,,0.0,
gig,gig,0,0.0,,0,0.0,,0.0,
brand,brand,5,0.0,0.0,0,0.0,,0.0,
goons,goons,0,0.0,,0,0.0,,0.0,
oni,oni,0,0.0,,0,0.0,,0.0,
tri,tri,0,0.0,,0,0.0,,0.0,
паца,пац,0,0.0,,0,0.0,,0.0,
redbone,redbone,0,0.0,,0,0.0,,0.0,
дню,дню,0,0.0,,0,0.0,,0.0,
waisted,waisted,0,0.0,,0,0.0,,0.0,
коттон,коттон,0,0.0,,0,0.0,,0.0,
faynalady,faynalady,0,0.0,,0,0.0,,0.0,
малюнок,малюнок,0,0.0,,0,0.0,,0.0,
stranger,stranger,0,0.0,,0,0.0,,0.0,
kifa,kifa,0,0.0,,0,0.0,,0.0,
wolfheart,wolfheart,0,0.0,,0,0.0,,0.0,
manifest,manifest,0,0.0,,0,0.0,,0.0,
маунтин,маунтин,0,0.0,,0,0.0,,0.0,
водій,воді,0,0.0,,0,0.0,,0.0,
статуя,стату,0,0.0,,0,0.0,,0.0,
mavi,mavi,0,0.0,,0,0.0,,0.0,
vsemaykishop,vsemaykishop,0,0.0,,0,0.0,,0.0,
durnevshop,durnevshop,0,0.0,,0,0.0,,0.0,
falen,falen,0,0.0,,0,0.0,,0.0,
авторские,авторск,0,0.0,,0,0.0,,0.0,
буль,бул,0,0.0,,0,0.0,,0.0,
дэд,дэд,0,0.0,,0,0.0,,0.0,
peste,peste,0,0.0,,0,0.0,,0.0,
средневековье,средневеков,0,0.0,,0,0.0,,0.0,
волками,волк,0,0.0,,0,0.0,,0.0,
channels,channels,0,0.0,,0,0.0,,0.0,
гонит,гон,0,0.0,,0,0.0,,0.0,
сонь,сон,0,0.0,,0,0.0,,0.0,
чоловіка,чоловік,0,0.0,,0,0.0,,0.0,
lovalabel,lovalabel,0,0.0,,0,0.0,,0.0,
hoody,hoody,0,0.0,,0,0.0,,0.0,
качества,качеств,0,0.0,,0,0.0,,0.0,
хуй,ху,0,0.0,,0,0.0,,0.0,
мишаня,мишан,0,0.0,,0,0.0,,0.0,
regata,regata,0,0.0,,0,0.0,,0.0,
uarm,uarm,0,0.0,,0,0.0,,0.0,
устройство,устройств,0,0.0,,0,0.0,,0.0,
sleeping,sleeping,0,0.0,,0,0.0,,0.0,
gank,gank,0,0.0,,0,0.0,,0.0,
morning,morning,0,0.0,,0,0.0,,0.0,
правда,правд,0,0.0,,0,0.0,,0.0,
janko,janko,0,0.0,,0,0.0,,0.0,
tnmk,tnmk,1,0.0,0.0,0,0.0,,0.0,
сильвер,сильвер,0,0.0,,0,0.0,,0.0,
дизайнерський,дизайнерськ,0,0.0,,0,0.0,,0.0,
буріва,бурів,0,0.0,,0,0.0,,0.0,
canada,canada,0,0.0,,0,0.0,,0.0,
primark,primark,1,0.0,0.0,0,0.0,,0.0,
aviatsiya,aviatsiya,0,0.0,,0,0.0,,0.0,
lawa,lawa,0,0.0,,0,0.0,,0.0,
liya,liya,0,0.0,,0,0.0,,0.0,
real,real,0,0.0,,0,0.0,,0.0,
maxfort,maxfort,0,0.0,,0,0.0,,0.0,
escape,escape,0,0.0,,0,0.0,,0.0,
джерси,джерс,0,0.0,,0,0.0,,0.0,
жуками,жук,0,0.0,,0,0.0,,0.0,
aesthetic,aesthetic,0,0.0,,0,0.0,,0.0,
woodbird,woodbird,0,0.0,,0,0.0,,0.0,
rascal,rascal,0,0.0,,0,0.0,,0.0,
dutti,dutti,0,0.0,,0,0.0,,0.0,
блич,блич,0,0.0,,0,0.0,,0.0,
хим,хим,0,0.0,,0,0.0,,0.0,
хлопчачі,хлопчачі,0,0.0,,0,0.0,,0.0,
designer,designer,0,0.0,,0,0.0,,0.0,
motogp,motogp,0,0.0,,0,0.0,,0.0,
ultimatum,ultimatum,0,0.0,,0,0.0,,0.0,
блек,блек,0,0.0,,0,0.0,,0.0,
мариуполя,мариупол,0,0.0,,0,0.0,,0.0,
серденько,серденьк,0,0.0,,0,0.0,,0.0,
sttaff,sttaff,0,0.0,,0,0.0,,0.0,
medic,medic,0,0.0,,0,0.0,,0.0,
хатній,хатні,0,0.0,,0,0.0,,0.0,
бай,ба,0,0.0,,0,0.0,,0.0,
психолог,психолог,0,0.0,,0,0.0,,0.0,
рефлектив,рефлект,1,0.0,0.0,0,0.0,,0.0,
рикки,рикк,0,0.0,,0,0.0,,0.0,
сарана,сара,0,0.0,,0,0.0,,0.0,
крутяков,крутяк,0,0.0,,0,0.0,,0.0,
три,три,0,0.0,,0,0.0,,0.0,
active,active,0,0.0,,0,0.0,,0.0,
rhinestone,rhinestone,0,0.0,,0,0.0,,0.0,
розбірний,розбірн,0,0.0,,0,0.0,,0.0,
missue,missue,0,0.0,,0,0.0,,0.0,
світу,світу,0,0.0,,0,0.0,,0.0,
герой,гер,0,0.0,,0,0.0,,0.0,
metallshop,metallshop,0,0.0,,0,0.0,,0.0,
олива,олив,0,0.0,,0,0.0,,0.0,
cuff,cuff,0,0.0,,0,0.0,,0.0,
smth,smth,0,0.0,,0,0.0,,0.0,
male,male,0,0.0,,0,0.0,,0.0,
monochrome,monochrome,1,0.0,0.0,0,0.0,,0.0,
эмблема,эмблем,0,0.0,,0,0.0,,0.0,
newyorker,newyorker,0,0.0,,0,0.0,,0.0,
ufkbxbyb,ufkbxbyb,0,0.0,,0,0.0,,0.0,
перпл,перпл,0,0.0,,0,0.0,,0.0,
перевёрнутым,перевернут,0,0.0,,0,0.0,,0.0,
прінти,прінти,0,0.0,,0,0.0,,0.0,
mtak,mtak,0,0.0,,0,0.0,,0.0,
donkey,donkey,0,0.0,,0,0.0,,0.0,
islandia,islandia,0,0.0,,0,0.0,,0.0,
хстор,хстор,0,0.0,,0,0.0,,0.0,
sir,sir,0,0.0,,0,0.0,,0.0,
japan,japan,0,0.0,,0,0.0,,0.0,
mind,mind,0,0.0,,0,0.0,,0.0,
кабанчі,кабанчі,1,0.0,0.0,0,0.0,,0.0,
stella,stella,0,0.0,,0,0.0,,0.0,
мережі,мережі,0,0.0,,0,0.0,,0.0,
декабря,декабр,0,0.0,,0,0.0,,0.0,
кабанчик,кабанчик,0,0.0,,0,0.0,,0.0,
rozetka,rozetka,0,0.0,,0,0.0,,0.0,
fanattik,fanattik,0,0.0,,0,0.0,,0.0,
есеншиал,есеншиа,0,0.0,,0,0.0,,0.0,
shift,shift,0,0.0,,0,0.0,,0.0,
muwahhid,muwahhid,0,0.0,,0,0.0,,0.0,
арестовичем,арестович,0,0.0,,0,0.0,,0.0,
фигура,фигур,0,0.0,,0,0.0,,0.0,
винчи,винч,0,0.0,,0,0.0,,0.0,
суприм,супр,0,0.0,,0,0.0,,0.0,
ubermensch,ubermensch,0,0.0,,0,0.0,,0.0,
mort,mort,0,0.0,,0,0.0,,0.0,
тотенкопф,тотенкопф,0,0.0,,0,0.0,,0.0,
xhey,xhey,0,0.0,,0,0.0,,0.0,
чорновіл,чорновіл,0,0.0,,0,0.0,,0.0,
fulci,fulci,0,0.0,,0,0.0,,0.0,
darkest,darkest,0,0.0,,0,0.0,,0.0,
holymali,holymali,0,0.0,,0,0.0,,0.0,
batart,batart,0,0.0,,0,0.0,,0.0,
husle,husle,0,0.0,,0,0.0,,0.0,
дайнасти,дайнаст,0,0.0,,0,0.0,,0.0,
відїбіться,відїбіться,0,0.0,,0,0.0,,0.0,
bullfinch,bullfinch,0,0.0,,0,0.0,,0.0,
подворотами,подворот,0,0.0,,0,0.0,,0.0,
минимализм,минимализм,0,0.0,,0,0.0,,0.0,
prayforus,prayforus,0,0.0,,0,0.0,,0.0,
illuminati,illuminati,0,0.0,,0,0.0,,0.0,
maria,maria,0,0.0,,0,0.0,,0.0,
billionaire,billionaire,0,0.0,,0,0.0,,0.0,
kramnytsia,kramnytsia,0,0.0,,0,0.0,,0.0,
медиків,медиків,0,0.0,,0,0.0,,0.0,
deha,deha,0,0.0,,0,0.0,,0.0,
адептус,адептус,0,0.0,,0,0.0,,0.0,
турецькі,турецькі,0,0.0,,0,0.0,,0.0,
хофманитой,хофманит,0,0.0,,0,0.0,,0.0,
трубецкой,трубецк,0,0.0,,0,0.0,,0.0,
nikifilini,nikifilini,0,0.0,,0,0.0,,0.0,
кортез,кортез,0,0.0,,0,0.0,,0.0,
піратські,піратські,0,0.0,,0,0.0,,0.0,
чепура,чепур,0,0.0,,0,0.0,,0.0,
empt,empt,0,0.0,,0,0.0,,0.0,
рішень,рішен,0,0.0,,0,0.0,,0.0,
доречі,доречі,0,0.0,,0,0.0,,0.0,
теплая,тепл,2,0.0,0.0,0,0.0,,0.0,
бля,бля,0,0.0,,0,0.0,,0.0,
off,off,0,0.0,,0,0.0,,0.0,
жатка,жатк,0,0.0,,0,0.0,,0.0,
insideu,insideu,0,0.0,,0,0.0,,0.0,
slavni,slavni,0,0.0,,0,0.0,,0.0,
naviale,naviale,0,0.0,,0,0.0,,0.0,
мілітарний,мілітарн,0,0.0,,0,0.0,,0.0,
unwety,unwety,0,0.0,,0,0.0,,0.0,
vertere,vertere,0,0.0,,0,0.0,,0.0,
банани,банан,0,0.0,,0,0.0,,0.0,
btq,btq,0,0.0,,0,0.0,,0.0,
бос,бос,0,0.0,,0,0.0,,0.0,
acne,acne,0,0.0,,0,0.0,,0.0,
голди,голд,0,0.0,,0,0.0,,0.0,
iuter,iuter,0,0.0,,0,0.0,,0.0,
козацькі,козацькі,0,0.0,,0,0.0,,0.0,
thug,thug,3,0.0,0.0,0,0.0,,0.0,
porter,porter,0,0.0,,0,0.0,,0.0,
tswirt,tswirt,0,0.0,,0,0.0,,0.0,
вінтажна,вінтажн,0,0.0,,0,0.0,,0.0,
print,print,0,0.0,,0,0.0,,0.0,
січ,січ,0,0.0,,0,0.0,,0.0,
лошадью,лошад,0,0.0,,0,0.0,,0.0,
коловорот,коловорот,0,0.0,,0,0.0,,0.0,
wannabe,wannabe,0,0.0,,0,0.0,,0.0,
кум,кум,0,0.0,,0,0.0,,0.0,
everfox,everfox,1,0.0,0.0,0,0.0,,0.0,
айфон,айфон,0,0.0,,0,0.0,,0.0,
турція,турці,0,0.0,,0,0.0,,0.0,
lord,lord,0,0.0,,0,0.0,,0.0,
кременчуг,кременчуг,0,0.0,,0,0.0,,0.0,
sinner,sinner,0,0.0,,0,0.0,,0.0,
рохана,роха,0,0.0,,0,0.0,,0.0,
schoph,schoph,0,0.0,,0,0.0,,0.0,
микки,микк,0,0.0,,0,0.0,,0.0,
english,english,0,0.0,,0,0.0,,0.0,
length,length,0,0.0,,0,0.0,,0.0,
чемпіон,чемпіон,0,0.0,,0,0.0,,0.0,
riddick,riddick,0,0.0,,0,0.0,,0.0,
молитва,молитв,0,0.0,,0,0.0,,0.0,
вирніт,вирніт,0,0.0,,0,0.0,,0.0,
forteresse,forteresse,0,0.0,,0,0.0,,0.0,
geekweek,geekweek,0,0.0,,0,0.0,,0.0,
светящаяся,светя,0,0.0,,0,0.0,,0.0,
пушином,пушин,0,0.0,,0,0.0,,0.0,
голдберг,голдберг,0,0.0,,0,0.0,,0.0,
швейна,швейн,0,0.0,,0,0.0,,0.0,
фит,фит,0,0.0,,0,0.0,,0.0,
katja,katja,0,0.0,,0,0.0,,0.0,
ocen,ocen,0,0.0,,0,0.0,,0.0,
кінгкрос,кінгкрос,0,0.0,,0,0.0,,0.0,
животными,животн,0,0.0,,0,0.0,,0.0,
stone,stone,1,0.0,0.0,0,0.0,,0.0,
666,666,0,0.0,,0,0.0,,0.0,
fomo,fomo,0,0.0,,0,0.0,,0.0,
creator,creator,0,0.0,,0,0.0,,0.0,
yessirskii,yessirskii,0,0.0,,0,0.0,,0.0,
karma,karma,0,0.0,,0,0.0,,0.0,
condemned,condemned,0,0.0,,0,0.0,,0.0,
promopuff,promopuff,0,0.0,,0,0.0,,0.0,
дофамін,дофамін,0,0.0,,0,0.0,,0.0,
утопия,утоп,0,0.0,,0,0.0,,0.0,
продам,прод,0,0.0,,0,0.0,,0.0,
національні,національні,0,0.0,,0,0.0,,0.0,
gymbeam,gymbeam,0,0.0,,0,0.0,,0.0,
емае,ема,0,0.0,,0,0.0,,0.0,
rogo,rogo,0,0.0,,0,0.0,,0.0,
abrams,abrams,0,0.0,,0,0.0,,0.0,
scorpions,scorpions,0,0.0,,0,0.0,,0.0,
вандерсекс,вандерсекс,0,0.0,,0,0.0,,0.0,
teveo,teveo,0,0.0,,0,0.0,,0.0,
сабатон,сабатон,0,0.0,,0,0.0,,0.0,
honey,honey,0,0.0,,0,0.0,,0.0,
веселий,весел,1,0.0,0.0,0,0.0,,0.0,
утепленные,утеплен,0,0.0,,0,0.0,,0.0,
пентаграммой,пентаграмм,0,0.0,,0,0.0,,0.0,
пограничные,пограничн,0,0.0,,0,0.0,,0.0,
спандекс,спандекс,0,0.0,,0,0.0,,0.0,
король,корол,0,0.0,,0,0.0,,0.0,
society,society,0,0.0,,0,0.0,,0.0,
flaar,flaar,0,0.0,,0,0.0,,0.0,
стусі,стусі,0,0.0,,0,0.0,,0.0,
фірмові,фірмові,0,0.0,,0,0.0,,0.0,
bape,bape,0,0.0,,0,0.0,,0.0,
славні,славні,0,0.0,,0,0.0,,0.0,
хамелеон,хамелеон,0,0.0,,0,0.0,,0.0,
дід,дід,1,0.0,0.0,0,0.0,,0.0,
lacoste,lacoste,0,0.0,,0,0.0,,0.0,
байєр,байєр,0,0.0,,0,0.0,,0.0,
портки,портк,0,0.0,,0,0.0,,0.0,
кензо,кенз,0,0.0,,0,0.0,,0.0,
men,men,0,0.0,,0,0.0,,0.0,
узорами,узор,0,0.0,,0,0.0,,0.0,
gybe,gybe,0,0.0,,0,0.0,,0.0,
катарсис,катарсис,0,0.0,,0,0.0,,0.0,
budubrand,budubrand,0,0.0,,0,0.0,,0.0,
християнськими,християнськ,0,0.0,,0,0.0,,0.0,
інженерів,інженерів,0,0.0,,0,0.0,,0.0,
stacked,stacked,0,0.0,,0,0.0,,0.0,
aen,aen,0,0.0,,0,0.0,,0.0,
punks,punks,0,0.0,,0,0.0,,0.0,
борис,борис,0,0.0,,0,0.0,,0.0,
surf,surf,0,0.0,,0,0.0,,0.0,
стран,стран,0,0.0,,0,0.0,,0.0,
kapkan,kapkan,0,0.0,,0,0.0,,0.0,
nsk,nsk,0,0.0,,0,0.0,,0.0,
forgotten,forgotten,0,0.0,,0,0.0,,0.0,
usentos,usentos,0,0.0,,0,0.0,,0.0,
хартії,хартії,0,0.0,,0,0.0,,0.0,
drone,drone,0,0.0,,0,0.0,,0.0,
purpose,purpose,0,0.0,,0,0.0,,0.0,
розписаний,розписан,0,0.0,,0,0.0,,0.0,
khomenko,khomenko,0,0.0,,0,0.0,,0.0,
бархатные,бархатн,0,0.0,,0,0.0,,0.0,
чемеров,чемер,0,0.0,,0,0.0,,0.0,
шик,шик,0,0.0,,0,0.0,,0.0,
drugs,drugs,0,0.0,,0,0.0,,0.0,
nixsport,nixsport,0,0.0,,0,0.0,,0.0,
америки,америк,0,0.0,,0,0.0,,0.0,
five,five,0,0.0,,0,0.0,,0.0,
віндер,віндер,0,0.0,,0,0.0,,0.0,
дшб,дшб,0,0.0,,0,0.0,,0.0,
baseartua,baseartua,1,0.0,0.0,0,0.0,,0.0,
swathe,swathe,0,0.0,,0,0.0,,0.0,
івано,іван,0,0.0,,0,0.0,,0.0,
ненка,ненк,0,0.0,,0,0.0,,0.0,
market,market,0,0.0,,0,0.0,,0.0,
animalism,animalism,1,0.0,0.0,0,0.0,,0.0,
tear,tear,1,0.0,0.0,0,0.0,,0.0,
shopping,shopping,0,0.0,,0,0.0,,0.0,
виндер,виндер,0,0.0,,0,0.0,,0.0,
ліміт,ліміт,0,0.0,,0,0.0,,0.0,
scene,scene,0,0.0,,0,0.0,,0.0,
sirens,sirens,0,0.0,,0,0.0,,0.0,
сдохни,сдохн,0,0.0,,0,0.0,,0.0,
splunk,splunk,0,0.0,,0,0.0,,0.0,
staf,staf,0,0.0,,0,0.0,,0.0,
match,match,0,0.0,,0,0.0,,0.0,
main,main,0,0.0,,0,0.0,,0.0,
жіночк,жіночк,0,0.0,,0,0.0,,0.0,
зампотех,зампотех,0,0.0,,0,0.0,,0.0,
вымпел,вымпел,0,0.0,,0,0.0,,0.0,
музею,муз,0,0.0,,0,0.0,,0.0,
служба,служб,0,0.0,,0,0.0,,0.0,
rock,rock,1,0.0,0.0,0,0.0,,0.0,
hateshop,hateshop,0,0.0,,0,0.0,,0.0,
шахадой,шахад,0,0.0,,0,0.0,,0.0,
танкіст,танкіст,0,0.0,,0,0.0,,0.0,
basert,basert,0,0.0,,0,0.0,,0.0,
wolf,wolf,0,0.0,,0,0.0,,0.0,
оксишоп,оксишоп,0,0.0,,0,0.0,,0.0,
cultura,cultura,0,0.0,,0,0.0,,0.0,
варта,варт,0,0.0,,0,0.0,,0.0,
блуд,блуд,0,0.0,,0,0.0,,0.0,
короткі,короткі,0,0.0,,0,0.0,,0.0,
силові,силові,0,0.0,,0,0.0,,0.0,
производства,производств,0,0.0,,0,0.0,,0.0,
vera,vera,0,0.0,,0,0.0,,0.0,
068,068,0,0.0,,0,0.0,,0.0,
bazalook,bazalook,3,0.0,0.0,0,0.0,,0.0,
xsai,xsai,0,0.0,,0,0.0,,0.0,
indiana,indiana,0,0.0,,0,0.0,,0.0,
academia,academia,0,0.0,,0,0.0,,0.0,
peaceful,peaceful,1,0.0,0.0,0,0.0,,0.0,
skeleton,skeleton,0,0.0,,0,0.0,,0.0,
addict,addict,0,0.0,,0,0.0,,0.0,
лайл,лайл,0,0.0,,0,0.0,,0.0,
хелікон,хелікон,0,0.0,,0,0.0,,0.0,
sullen,sullen,1,0.0,0.0,0,0.0,,0.0,
look,look,0,0.0,,0,0.0,,0.0,
millioner,millioner,0,0.0,,0,0.0,,0.0,
parasitosis,parasitosis,0,0.0,,0,0.0,,0.0,
asapmode,asapmode,0,0.0,,0,0.0,,0.0,
alchevsque,alchevsque,0,0.0,,0,0.0,,0.0,
down,down,0,0.0,,0,0.0,,0.0,
вкв,вкв,0,0.0,,0,0.0,,0.0,
айтишника,айтишник,0,0.0,,0,0.0,,0.0,
shepherd,shepherd,0,0.0,,0,0.0,,0.0,
damen,damen,0,0.0,,0,0.0,,0.0,
шелкотрафарет,шелкотрафарет,0,0.0,,0,0.0,,0.0,
подводная,подводн,0,0.0,,0,0.0,,0.0,
сонер,сонер,0,0.0,,0,0.0,,0.0,
таргариен,таргар,0,0.0,,0,0.0,,0.0,
deadly,deadly,0,0.0,,0,0.0,,0.0,
редфлаг,редфлаг,0,0.0,,0,0.0,,0.0,
малі,малі,0,0.0,,0,0.0,,0.0,
зерос,зерос,0,0.0,,0,0.0,,0.0,
резервед,резервед,0,0.0,,0,0.0,,0.0,
вдв,вдв,0,0.0,,0,0.0,,0.0,
scream,scream,0,0.0,,0,0.0,,0.0,
bolf,bolf,0,0.0,,0,0.0,,0.0,
дота,дот,0,0.0,,0,0.0,,0.0,
turn,turn,0,0.0,,0,0.0,,0.0,
nightshade,nightshade,0,0.0,,0,0.0,,0.0,
baggi,baggi,0,0.0,,0,0.0,,0.0,
індастріс,індастріс,0,0.0,,0,0.0,,0.0,
jotter,jotter,0,0.0,,0,0.0,,0.0,
нікополя,нікопол,0,0.0,,0,0.0,,0.0,
2023,2023,0,0.0,,0,0.0,,0.0,
стучи,стуч,0,0.0,,0,0.0,,0.0,
alpinestars,alpinestars,0,0.0,,0,0.0,,0.0,
gnz,gnz,0,0.0,,0,0.0,,0.0,
pushka,pushka,0,0.0,,0,0.0,,0.0,
корабль,корабл,1,0.0,0.0,0,0.0,,0.0,
tourwear,tourwear,0,0.0,,0,0.0,,0.0,
esteem,esteem,0,0.0,,0,0.0,,0.0,
аффликшн,аффликшн,0,0.0,,0,0.0,,0.0,
сделать,сдела,0,0.0,,0,0.0,,0.0,
кенгуруха,кенгурух,0,0.0,,0,0.0,,0.0,
войск,войск,0,0.0,,0,0.0,,0.0,
tones,tones,0,0.0,,0,0.0,,0.0,
garne,garne,0,0.0,,0,0.0,,0.0,
girlfriend,girlfriend,0,0.0,,0,0.0,,0.0,
святкова,святков,0,0.0,,0,0.0,,0.0,
нью,нью,0,0.0,,0,0.0,,0.0,
алблака,алблак,0,0.0,,0,0.0,,0.0,
сроп,сроп,0,0.0,,0,0.0,,0.0,
psychonaut,psychonaut,0,0.0,,0,0.0,,0.0,
zeep,zeep,0,0.0,,0,0.0,,0.0,
атлетикс,атлетикс,0,0.0,,0,0.0,,0.0,
умеешь,умееш,0,0.0,,0,0.0,,0.0,
ненависть,ненавист,0,0.0,,0,0.0,,0.0,
comeback,comeback,0,0.0,,0,0.0,,0.0,
carcass,carcass,0,0.0,,0,0.0,,0.0,
оператор,оператор,0,0.0,,0,0.0,,0.0,
tsushima,tsushima,0,0.0,,0,0.0,,0.0,
super,super,0,0.0,,0,0.0,,0.0,
грудью,груд,0,0.0,,0,0.0,,0.0,
neon,neon,0,0.0,,0,0.0,,0.0,
пипом,пип,0,0.0,,0,0.0,,0.0,
бруклин,бруклин,0,0.0,,0,0.0,,0.0,
бекка,бекк,0,0.0,,0,0.0,,0.0,
южал,южа,0,0.0,,0,0.0,,0.0,
бенни,бен,0,0.0,,0,0.0,,0.0,
flagi,flagi,0,0.0,,0,0.0,,0.0,
levitate,levitate,0,0.0,,0,0.0,,0.0,
горпкор,горпкор,0,0.0,,0,0.0,,0.0,
fist,fist,0,0.0,,0,0.0,,0.0,
hellfighters,hellfighters,0,0.0,,0,0.0,,0.0,
judo,judo,0,0.0,,0,0.0,,0.0,
труба,труб,0,0.0,,0,0.0,,0.0,
турвир,турвир,0,0.0,,0,0.0,,0.0,
xbox,xbox,0,0.0,,0,0.0,,0.0,
kai,kai,0,0.0,,0,0.0,,0.0,
barking,barking,0,0.0,,0,0.0,,0.0,
курва,курв,0,0.0,,0,0.0,,0.0,
кляйн,кляйн,0,0.0,,0,0.0,,0.0,
термоштани,термоштан,0,0.0,,0,0.0,,0.0,
убакс,убакс,0,0.0,,0,0.0,,0.0,
нейлоновые,нейлонов,0,0.0,,0,0.0,,0.0,
майка,майк,1,0.0,0.0,0,0.0,,0.0,
мавкрік,мавкрік,0,0.0,,0,0.0,,0.0,
divine,divine,0,0.0,,0,0.0,,0.0,
34play,34play,0,0.0,,0,0.0,,0.0,
мамкина,мамкин,0,0.0,,0,0.0,,0.0,
rawen,rawen,0,0.0,,0,0.0,,0.0,
gencrew4,gencrew4,0,0.0,,0,0.0,,0.0,
вайт,вайт,2,0.0,0.0,0,0.0,,0.0,
united24,united24,0,0.0,,0,0.0,,0.0,
колінам,колін,0,0.0,,0,0.0,,0.0,
сайз,сайз,0,0.0,,0,0.0,,0.0,
мур,мур,0,0.0,,0,0.0,,0.0,
дорогие,дорог,0,0.0,,0,0.0,,0.0,
4shop,4shop,0,0.0,,0,0.0,,0.0,
койот,койот,1,0.0,0.0,0,0.0,,0.0,
adamskaya,adamskaya,0,0.0,,0,0.0,,0.0,
seychas,seychas,0,0.0,,0,0.0,,0.0,
reva,reva,0,0.0,,0,0.0,,0.0,
горгани,горган,0,0.0,,0,0.0,,0.0,
хочу,хоч,0,0.0,,0,0.0,,0.0,
savastone,savastone,0,0.0,,0,0.0,,0.0,
balloon,balloon,1,0.0,0.0,0,0.0,,0.0,
six,six,0,0.0,,0,0.0,,0.0,
трекінговий,трекінгов,0,0.0,,0,0.0,,0.0,
аризона,аризон,0,0.0,,0,0.0,,0.0,
milirud,milirud,0,0.0,,0,0.0,,0.0,
вышивкой,вышивк,0,0.0,,0,0.0,,0.0,
стима,стим,0,0.0,,0,0.0,,0.0,
повернись,поверн,0,0.0,,0,0.0,,0.0,
полонених,полонен,0,0.0,,0,0.0,,0.0,
наус,наус,0,0.0,,0,0.0,,0.0,
румми,румм,0,0.0,,0,0.0,,0.0,
кобзарт,кобзарт,0,0.0,,0,0.0,,0.0,
staffshop,staffshop,0,0.0,,0,0.0,,0.0,
трьохнитка,трьохнитк,0,0.0,,0,0.0,,0.0,
руны,рун,1,0.0,0.0,0,0.0,,0.0,
rydel,rydel,0,0.0,,0,0.0,,0.0,
hasic,hasic,0,0.0,,0,0.0,,0.0,
hummer,hummer,0,0.0,,0,0.0,,0.0,
спанч,спанч,0,0.0,,0,0.0,,0.0,
разные,разн,0,0.0,,0,0.0,,0.0,
кампус,кампус,0,0.0,,0,0.0,,0.0,
l34,l34,0,0.0,,0,0.0,,0.0,
трекінгові,трекінгові,1,0.0,0.0,0,0.0,,0.0,
весу,вес,0,0.0,,0,0.0,,0.0,
coupage,coupage,0,0.0,,0,0.0,,0.0,
odin,odin,0,0.0,,0,0.0,,0.0,
privet,privet,0,0.0,,0,0.0,,0.0,
magick,magick,0,0.0,,0,0.0,,0.0,
hellboy,hellboy,0,0.0,,0,0.0,,0.0,
нации,нац,0,0.0,,0,0.0,,0.0,
painboy,painboy,0,0.0,,0,0.0,,0.0,
derzay,derzay,1,0.0,0.0,0,0.0,,0.0,
криплення,криплен,0,0.0,,0,0.0,,0.0,
zen,zen,0,0.0,,0,0.0,,0.0,
мишкой,мишк,0,0.0,,0,0.0,,0.0,
folkmart,folkmart,0,0.0,,0,0.0,,0.0,
