Дата визита,UTM Campaign,Город,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,9
2023-08-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Ростов-на-Дону,1
2023-08-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Санкт-Петербург,1
2023-08-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Санкт-Петербург,1
2023-08-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Тамбов,1
2023-08-03,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Томск,1
2023-08-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Калининград,1
2023-08-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Санкт-Петербург,1
2023-08-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Ставрополь,1
2023-08-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Якутск,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Краснодар,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Нижний Новгород,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Нижний Тагил,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Саратов,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Старый Оскол,1
2023-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Уфа,1
2023-08-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Нижний Новгород,1
2023-08-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Новосибирск,1
2023-08-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Москва,1
2023-08-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Санкт-Петербург,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Белгород,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Калининград,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Краснодар,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Красноярск,1
2023-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Москва,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Борисов,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Казань,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Калуга,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Киров,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Новосибирск,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Приморско-Ахтарск,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Ставрополь,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Сургут,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Таганрог,1
2023-08-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Чебоксары,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Егорьевск,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Екатеринбург,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Казань,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Краснокамск,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Михайловка,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Нижний Новгород,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Новосибирск,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Орёл,1
2023-08-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Тула,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Братск,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Владикавказ,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Волгоград,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Краснодар,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Москва,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Нижний Новгород,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Новокузнецк,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Ростов-на-Дону,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Санкт-Петербург,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Саратов,1
2023-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Ставрополь,1
