Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2023-12-30,Промостатья: Моя история 2 | Цена перехода | 25-54,женский,35‑44 года,5
2023-12-31,Промостатья: Моя история 2 | Цена перехода | 25-54,женский,35‑44 года,5
2023-10-25,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-10-30,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,4
2023-11-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-11-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,4
2023-11-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-11-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,4
2023-11-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,4
2023-11-13,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,4
2023-11-14,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,4
2023-11-16,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,4
2023-11-23,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-11-29,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,4
2023-12-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,4
2023-12-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-12-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-12-16,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,4
2023-12-19,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,4
2023-12-20,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,4
2023-10-28,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-10-29,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,3
2023-10-31,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,3
2023-11-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,3
2023-11-20,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,3
2023-11-22,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,Не определено,Не определено,3
2023-12-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,3
2023-12-12,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,3
2023-12-13,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,3
